building,noise,in_vehicle,asleep,no_windows,dist,age_groups,heard
0,1,0,0,0,13700.723660939706,4,0
0,1,0,0,0,586.4976172518624,1,1
0,0,0,0,0,49237.29768117287,4,0
0,0,0,0,0,440.0627025438654,1,1
0,0,0,0,0,695.0520586874998,6,1
1,0,0,0,0,877.1062869283022,4,1
1,0,0,0,0,543.3967627475786,3,1
0,0,1,0,0,60239.021855911815,3,0
0,0,0,0,0,448.592381509648,1,1
0,0,0,0,0,2301.2449769258396,0,1
1,0,0,0,1,5.387863740730991,5,0
0,0,0,0,0,492.3377631770191,6,1
0,1,0,0,0,1114.988048828018,4,0
0,0,0,0,0,1055.0198277020088,3,1
0,0,0,0,0,352.9641290744987,2,1
0,0,0,0,0,359.13386143081993,6,1
0,1,0,0,0,480.2443470739446,3,1
1,0,0,0,0,1295.1951686931263,5,1
0,1,0,0,0,31224.433887163683,5,0
1,0,0,0,0,366.2786114649966,1,1
0,0,0,0,0,703.9170363370316,2,1
1,0,0,0,0,527.3600351095637,3,1
0,0,0,0,0,319.4791817628056,2,1
0,1,0,0,0,6190.440889727412,2,0
1,0,0,0,0,447.98189866166,3,1
0,0,0,0,0,659.7752490967254,5,0
0,1,0,0,0,748.4463936114421,2,1
1,0,0,0,0,1226.4481781779955,2,1
1,0,0,0,0,1569.392847447373,7,1
0,0,0,0,0,262.9375201189796,1,1
1,0,0,0,0,276.59895599480717,2,1
0,1,0,0,0,17275.88418811219,4,0
0,0,0,0,0,604.5020856082261,1,1
1,0,0,0,0,320.8820505677181,4,1
1,0,0,0,0,566.848499726675,1,1
0,1,0,0,0,189.30568920477612,3,1
0,0,0,0,0,432.38912890496454,1,1
0,0,0,0,0,527.392137977363,7,1
0,0,0,0,0,256.39730910528556,2,1
1,0,0,0,1,2113.312819835878,7,0
0,0,0,0,0,43492.95135794681,7,0
0,1,0,0,0,711.1958956291631,6,0
1,0,0,0,0,1389.0919926949132,2,1
1,0,0,0,0,930.6736740584229,4,1
0,0,0,0,0,226.69670224613137,2,1
1,0,0,0,0,636.8277769847202,1,1
0,0,0,0,0,549.0820438459531,7,1
1,0,0,0,0,505.9292060912822,2,1
0,0,0,0,0,1685.1436848229293,2,0
0,0,0,0,0,446.70006654705355,3,1
0,0,0,0,0,502.41924600152475,5,1
0,1,0,0,0,552.3236673953812,2,1
1,0,0,0,0,617.7667097219326,6,1
0,0,1,0,0,1131.4216366548528,3,0
0,0,0,0,0,636.3308993253053,3,1
1,0,0,0,0,320.3962204332235,5,1
1,0,0,0,0,611.7397141419879,3,1
1,0,0,0,0,562.4927983838711,2,1
0,0,0,0,0,2447.7016920365695,3,1
0,0,0,0,0,1214.8538208955915,6,1
0,1,0,0,0,9554.037335486031,4,0
0,0,0,0,0,887.2754105700348,1,1
0,0,0,0,0,492.28787259165256,1,1
0,0,0,0,0,1045.356919857841,1,1
1,0,0,0,0,595.7876543586137,5,1
1,0,0,0,0,561.6808860359045,0,1
1,0,0,0,0,343.0411883562454,2,1
0,1,0,0,0,1284.828245704226,3,1
0,0,0,0,0,737.076378013712,6,1
0,0,0,0,0,481.64320657960934,4,1
0,0,0,0,0,610.7317014599854,3,1
0,0,0,0,0,525.3498691585261,3,1
0,0,1,0,0,64629.26484516156,3,0
0,0,1,0,0,3065.0049666863956,1,1
1,0,0,0,0,755.8899133730459,6,1
0,1,0,0,0,501.32970593142846,5,1
0,0,0,0,0,954.821789881916,3,1
0,0,0,0,0,755.9403325854101,4,1
0,1,0,0,0,68048.44516718335,7,0
0,0,0,0,0,463.8729488075705,0,1
0,0,0,0,0,1076.7007251811763,3,1
0,0,0,0,0,659.1697718876133,6,1
1,0,0,0,0,249.7995321828734,4,1
1,0,0,0,0,722.0614963510164,6,1
0,0,0,0,0,582.3950864868686,5,1
1,0,0,0,0,508.8436726762004,3,1
0,0,0,0,0,571.5678541974329,5,1
0,0,0,0,0,239.23542439230027,2,1
0,0,0,0,0,1090.2157854129844,6,1
1,0,0,0,0,222.62634275791746,0,1
0,0,0,0,0,121.88536557139568,6,1
0,0,0,0,0,873.8272941067999,3,1
0,0,0,0,0,991.7790044769807,5,1
1,0,0,0,0,834.6595848753273,1,1
0,0,0,0,0,1145.315632959655,5,1
0,0,0,0,0,763.3147206500544,4,1
0,1,0,0,0,503.57435055713347,4,1
0,1,0,0,0,601.2243492114615,4,1
0,0,0,0,0,1108.877337130991,3,1
0,0,0,0,0,3224.0111710159904,7,1
1,0,0,0,0,520.0536574404753,4,1
0,0,0,0,0,856.2285888323145,6,1
0,0,0,0,0,5065.33128234301,2,1
0,0,0,0,0,382.8040476228612,2,1
0,0,0,0,0,387.8692830380192,2,1
0,0,0,0,0,2493.319447649304,2,1
1,0,0,0,0,4113.473858540727,5,1
0,0,1,0,0,11457.362613957543,4,0
1,1,0,0,0,25284.492384864887,3,0
0,0,0,0,0,336.47630662464616,3,1
0,0,1,0,0,24300.506810034687,6,0
0,0,0,0,0,476.0465669584295,0,1
1,0,0,0,0,142.6720490776562,1,1
1,0,0,0,0,1553.7702624302751,7,0
1,1,0,0,0,1890.5718007484452,6,0
0,1,0,0,0,2129.8117288971584,5,0
0,0,1,0,0,76210.70910334992,5,0
1,0,0,0,0,2206.4295331609915,1,1
1,0,0,0,0,383.1198797724331,6,1
0,0,0,0,0,133.16258895374594,4,1
0,0,1,0,0,673.4149312357719,5,0
0,0,0,0,0,645.9464774795522,3,1
0,0,0,0,0,1170.9117234966495,7,1
1,0,0,0,0,676.959177809198,4,1
0,0,0,0,0,424.83138714483226,1,1
0,0,0,0,0,41.714626869859906,1,1
0,1,0,0,0,144.5529757089689,6,1
1,0,0,0,0,329.1456609710741,5,1
0,0,0,0,0,926.7267477040033,3,1
0,0,0,0,0,1384.0713907031482,2,1
1,0,0,0,0,592.114831186714,3,1
1,0,0,0,0,571.5717124515663,5,1
0,0,0,0,0,371.14450572919327,6,1
1,0,0,0,0,768.5232713914809,4,1
0,0,0,0,0,679.4013603449812,3,1
1,0,0,0,0,892.1670539835014,2,1
1,1,0,0,0,628.1735651309561,5,1
0,1,0,0,0,50038.45620120917,7,0
0,0,0,0,0,1343.2185251093972,3,1
0,1,0,0,0,485.79002787184777,3,1
0,0,0,0,0,441.7434918621669,1,1
0,0,0,0,0,33.47864867184023,3,1
0,0,0,0,0,497.33943663928886,5,1
0,0,0,0,0,267.7205879792394,3,0
0,0,0,0,0,423.95374461373405,4,1
0,0,0,0,0,48635.905913725364,4,0
0,0,0,0,0,1018.3857124979568,6,1
0,0,0,0,0,336.22415059794815,3,1
1,0,0,0,0,764.5293638071901,6,1
0,0,0,0,0,520.3241633407323,3,1
1,0,0,0,0,334.5488681587986,3,1
1,0,0,0,0,8983.023275401303,6,0
0,0,0,0,0,828.1101567788381,2,1
0,0,0,0,0,359.1971827521645,6,1
0,0,0,0,0,560.0463941337642,3,1
1,1,0,0,0,464.20301533556415,7,0
1,0,0,0,0,896.1711236060514,4,1
1,1,0,0,0,35384.4935150359,4,0
1,0,0,0,0,1114.0597298312625,3,1
0,0,0,0,0,389.49718060814445,4,1
0,0,0,0,0,641.4628257155978,6,1
0,0,0,0,0,9182.434748569605,5,0
0,0,0,0,0,27083.790882966303,4,0
0,1,0,0,0,382.8068634723806,3,1
0,0,0,0,0,19539.99360526791,4,0
0,1,1,0,0,155.28477314293966,7,0
0,1,0,0,0,125.58751007459084,1,1
0,0,0,0,0,915.7624372952018,0,1
0,0,0,0,0,309.8161927247123,4,1
0,0,0,0,0,1234.5001367977377,1,1
1,0,0,0,0,97.84024067961259,2,1
0,0,0,0,0,981.9557747076414,2,1
0,0,0,0,0,402.01911336569157,3,1
1,1,0,0,0,34887.11838550681,5,0
0,0,0,0,0,298.0890659266067,2,1
1,0,0,0,0,20441.177936475433,2,1
0,0,0,0,0,229.01668399771052,7,1
0,0,1,0,0,1553.1566317388704,5,1
0,0,0,0,0,635.0963124369594,4,1
0,1,0,0,0,315.79322195650275,5,0
1,0,0,0,0,313.2370116553036,4,1
0,0,0,0,0,1195.7210440681183,5,1
0,0,1,0,0,505.89393338780116,5,0
0,0,1,0,0,525.5757879491296,6,1
0,0,0,0,0,904.2093593391583,3,1
1,1,0,0,0,381.094601266478,6,1
0,0,0,0,0,1056.722289690353,2,1
0,0,0,0,0,421.135602396952,1,1
0,0,0,0,0,726.6133415392054,5,1
1,0,0,0,0,364.4621368491578,5,1
1,0,0,0,0,409.27335024160385,0,1
0,0,0,0,0,288.20050460238474,3,1
0,1,1,0,0,31668.45562318464,2,0
0,0,0,0,0,1387.771497103975,2,1
0,0,0,0,0,1602.6308518816154,5,1
0,0,0,0,0,1344.0091209109837,6,1
0,0,0,0,0,1408.6135265080427,4,1
0,0,0,0,0,1864.9105095637383,3,1
0,1,1,0,0,57105.92493118434,4,0
0,0,0,0,0,687.075477902803,4,1
0,0,0,0,0,1528.4536112191931,4,1
1,1,0,0,0,515.4687991456269,0,1
0,0,0,0,0,567.5740931586078,5,1
0,0,0,0,0,233.57699899884852,3,1
0,0,0,0,0,19605.556657585417,5,1
1,0,0,0,0,1280.0390925187846,1,1
0,0,0,0,0,288.09930616092964,1,1
1,0,0,0,0,545.1854510873832,5,1
1,0,0,0,0,167.13775264773213,2,1
1,0,0,0,1,820.1291830289291,4,0
0,0,0,0,0,157.4459012567991,2,1
0,0,0,0,0,14204.006838739037,7,0
0,1,0,0,0,961.5252420196917,5,0
0,0,0,0,0,704.3435666902409,2,1
0,0,0,0,0,634.4398651627204,3,1
1,0,0,0,0,986.0475145846599,6,1
0,0,0,0,0,208.64545162666803,1,1
0,0,0,0,0,29226.74065687772,7,0
0,0,0,0,0,893.330131293793,6,1
0,0,0,0,0,1602.3155220014032,5,1
0,0,0,0,0,261.12300433279285,3,1
1,0,0,0,0,375.91633151728354,1,1
0,0,0,0,0,651.5738031768065,6,1
0,1,1,0,0,41032.17226402759,3,0
1,0,0,0,0,690.8513729092755,3,1
0,0,0,0,0,5258.668618518222,3,1
1,1,0,0,1,11993.250168363085,6,0
0,1,0,0,0,30809.810443142673,6,0
1,0,0,0,0,1873.1836217741052,6,0
0,0,0,0,0,187.0075145771928,1,1
0,1,0,0,0,61.60271447301724,4,1
1,0,0,0,0,738.4562234812944,6,1
1,0,0,0,0,823.0634694990629,6,1
0,0,0,0,0,33852.310766843686,3,0
0,0,0,0,0,181.23204528377187,1,1
0,0,0,0,0,803.8550775954227,6,1
0,0,0,0,0,334.76783527049093,3,1
0,0,0,0,0,335.84335135848175,3,1
0,0,0,0,0,843.8016765641082,1,1
0,0,0,0,0,390.81521106421013,1,1
0,0,0,0,0,1284.0703606166314,6,1
0,0,0,0,0,498.27463643302417,6,1
0,0,0,0,0,3610.3104175604412,6,1
0,1,1,0,0,1131.3072225036397,5,0
0,0,0,0,0,698.0834724092662,5,0
0,0,0,0,0,853.6211032397109,6,1
0,0,0,0,0,870.640716436036,3,1
0,0,0,0,0,736.5953530216658,3,1
0,0,0,0,0,243.01748284847176,3,1
0,0,0,0,0,24491.611487840928,3,0
0,0,0,0,0,777.4645285736037,4,1
0,0,0,0,0,625.2407364152104,4,1
0,0,0,0,0,17259.155407492104,5,0
0,0,1,0,0,304.493120631202,1,0
1,0,0,0,0,1057.5886757540193,3,1
0,0,0,0,0,450.6653340589884,5,1
1,0,0,0,0,481.2101975193372,5,1
0,0,0,0,0,1199.6420480052911,5,1
0,0,0,0,0,684.1282007097493,2,1
0,0,0,0,0,353.1368920891594,2,1
0,0,0,0,0,410.49361499578384,5,1
0,1,1,0,0,3259.5548854523568,4,0
1,0,0,0,0,2470.8904101687267,5,1
0,0,0,0,0,1959.0261945086274,1,1
0,0,0,0,0,727.899746540322,5,1
0,0,0,0,0,710.6877602675851,5,1
0,0,0,0,0,417.98161305228484,4,1
0,0,0,0,0,246.03679526135042,5,1
0,0,0,0,0,1392.7076626757303,5,1
1,0,0,0,0,392.84916808725154,7,1
0,0,0,0,0,3427.17011718784,5,1
0,0,0,0,0,3256.446363560387,3,1
0,1,0,0,0,163.52443663563517,5,1
0,0,0,0,0,5566.1846095057435,6,1
0,1,1,0,0,1557.3872732839475,4,0
1,0,0,0,0,792.9445320496358,7,1
1,1,0,0,0,12116.882443092201,6,0
0,0,0,0,0,1644.3188863021219,3,1
1,0,0,0,0,198.10676308441072,2,1
0,0,0,0,0,38354.93312340316,4,0
0,0,0,0,0,134.54704746620828,4,1
0,0,0,0,0,495.47443792860935,4,1
0,0,0,0,0,849.6920464022875,2,1
0,0,0,0,0,14941.993554409873,4,0
0,0,0,0,0,452.8633376048198,2,1
0,0,0,0,0,1032.4005835594962,7,0
1,0,0,0,0,566.2196261956542,5,1
1,0,0,0,0,930.0632968897875,1,1
0,0,0,0,0,56925.64573695726,3,0
1,0,0,0,0,499.9645161524336,3,1
0,0,0,0,0,623.8927948028572,4,1
0,1,0,0,0,27606.722347901938,4,0
0,0,1,0,0,168.75547849412658,1,0
0,0,0,0,0,43584.17292723666,7,0
1,0,0,0,0,349.28227152267976,1,1
0,0,0,0,0,224.9755220920525,4,1
0,0,0,0,0,278.1124122610287,2,1
0,0,1,0,0,901.3614417477137,5,1
0,0,1,0,0,175.94377557731846,3,1
1,0,0,0,0,967.8079033584127,2,1
1,0,0,0,1,16822.480944011717,7,0
1,0,0,0,0,532.5515598739663,4,1
0,0,0,0,0,1223.3154127442047,3,1
0,1,0,0,0,82570.00615714889,6,0
0,0,0,0,0,50741.67773020552,7,0
1,0,0,0,0,15301.63208062099,4,0
0,0,0,0,0,281.278109665274,2,1
0,1,0,0,0,51998.987991190224,4,0
0,1,1,0,0,700.1744434465892,3,0
0,0,0,0,0,164.20047629816963,2,1
1,1,0,0,1,493.66751445151056,6,0
0,1,0,0,0,197.01890366318216,5,0
0,0,0,0,0,764.4780612814125,3,1
1,0,0,0,0,1531.5180115041067,1,1
0,0,0,0,0,376.6566095531284,6,1
0,0,1,0,0,55487.49184090751,5,0
1,0,0,0,0,449.09194554107887,5,1
0,1,0,0,0,777.9857296416604,2,1
0,1,0,0,0,1337.4005568225527,1,1
0,1,0,0,0,29989.51409507133,7,0
1,0,0,0,0,1580.4072691408214,2,1
1,1,0,0,0,2042.8501379614765,1,1
0,0,0,0,0,834.0331385254927,2,1
0,0,0,0,0,1897.0252257796785,1,1
0,0,0,0,0,367.92695487015243,1,1
0,0,0,0,0,33909.906029021375,2,1
1,1,0,0,0,24.181114471355805,3,1
0,0,0,0,0,320.8235438582858,5,1
0,0,0,0,0,191.95439278529602,6,1
1,0,0,0,0,491.4799095910412,1,1
0,1,1,0,0,12183.973433782401,4,0
0,0,0,0,0,4887.9393424236605,7,0
0,0,0,0,0,74.37920524855569,1,1
1,0,0,0,0,416.03956688000613,5,1
0,0,0,0,0,3809.7400505180667,3,1
0,1,0,0,0,246.91662174212163,2,1
0,0,0,0,0,20418.289940897972,4,0
0,1,0,0,0,5619.7815606787835,3,0
0,0,0,0,0,161.71064842690953,3,1
0,0,0,0,0,252.4078093352403,7,1
1,0,0,0,0,187.2176428485891,3,1
1,0,0,0,0,579.6254955169005,1,1
0,0,0,0,0,685.7754451821338,4,1
1,1,0,0,0,252.87885714547156,1,1
0,0,0,0,0,553.7922815008409,5,1
0,0,0,0,0,233.7509491191304,0,1
0,0,0,0,0,73.05621410085266,2,1
0,0,0,0,0,29725.06018607393,2,0
0,1,0,0,0,187579.2550987694,7,0
0,0,0,0,0,856.8048972267165,0,1
0,0,0,0,0,47421.38849052387,6,0
0,0,0,0,0,318.7587082560798,4,1
0,0,0,0,0,564.2560221589272,5,1
0,0,0,0,0,245.66538025009226,1,1
0,1,1,0,0,25274.073298890235,6,0
0,1,0,0,0,8123.511666365916,4,1
1,0,0,0,0,411.8421017659367,1,1
1,1,0,0,0,276.64980856160196,5,1
0,0,0,0,0,221.0877296028904,4,1
0,0,0,0,0,673.3700553516836,1,1
0,0,0,0,0,62362.42050186854,3,0
1,1,0,0,0,1064.9638809023543,7,0
1,0,0,0,0,604.6782813957071,4,1
0,0,0,0,0,2056.2413249203514,4,1
0,0,0,0,0,407.93754815743745,5,1
1,0,0,0,0,680.2562473644027,3,1
0,1,0,0,0,150.53855641405286,4,0
0,0,0,0,0,387.156442921433,1,1
0,0,0,0,0,412.5930425696111,0,1
0,0,1,0,0,32908.55799503586,5,0
0,0,0,0,0,893.5431760657802,3,1
1,1,0,0,0,25133.75208347759,4,0
0,0,1,0,0,15141.723157822542,1,0
0,0,0,0,0,46.804573079995535,3,1
0,0,0,0,0,29746.36378028585,5,0
0,0,0,0,0,759.462445138083,2,1
1,0,0,0,0,522.7911800936387,6,1
0,0,0,0,0,835.6722484962623,3,1
0,0,0,0,0,430.23022316483696,6,1
0,0,0,0,0,592.6384033360692,4,1
0,0,0,0,0,109.11036161928504,3,1
0,0,0,0,0,295.4106155537297,2,1
0,0,0,0,0,524.3922161743075,3,1
0,0,0,0,0,521.8964698032447,5,1
0,1,1,0,0,27286.14402956865,4,0
0,0,0,0,0,755.9724244370684,2,1
0,0,0,0,0,1595.2540606167977,5,1
0,0,0,0,0,294.74682441207324,1,1
1,0,0,0,0,258.313558493579,5,0
0,0,0,0,0,11988.529536785552,3,0
0,1,0,0,0,50227.88286780606,2,0
0,0,0,0,0,374.49770435116943,0,1
0,0,0,0,0,79279.65771823758,4,0
0,0,0,0,0,7592.633306360277,4,0
0,0,1,0,0,20911.970268709276,6,0
0,0,0,0,0,792.2205670039904,3,1
0,1,0,0,0,1234.745609859117,3,1
0,1,0,0,0,64573.34697422013,5,0
0,0,0,0,0,54789.14066912123,6,0
0,0,0,0,0,35923.42543309125,6,0
0,1,0,0,0,6711.926632976628,5,0
1,0,0,0,0,1543.9657744723982,1,1
1,0,0,0,0,645.8674074633992,2,1
0,1,0,0,0,1070.113499645438,5,1
0,0,0,0,0,1343.7348377364337,2,1
1,0,0,0,0,104.2489553227007,5,1
0,1,0,0,0,316.06337517111416,4,1
1,0,0,0,0,675.0742332281336,1,1
0,0,0,0,0,277.42794999344045,5,1
0,0,0,0,0,85.01920482385766,5,1
0,0,0,0,0,228.36150278444669,6,1
0,0,0,0,0,540.3946511487864,7,1
1,1,0,0,0,384.4520733767506,3,1
1,0,0,0,0,144.9266639981516,2,1
0,1,0,0,0,362.37920728289913,5,1
1,0,0,0,0,295.912835811645,6,0
0,1,0,0,0,30583.393405532413,6,0
0,0,0,0,0,604.7357220417814,4,1
0,0,0,0,0,475.10945557583943,1,1
0,1,0,0,0,5039.227032223242,4,0
0,0,0,0,0,461.45910102906055,7,0
0,0,0,0,0,1265.633129643405,4,1
1,0,0,0,0,679.962210523417,2,1
0,0,0,0,0,984.0245783031378,4,1
0,1,0,0,0,37907.863432666156,4,0
1,0,0,0,0,574.1333860209694,2,1
0,0,0,0,0,488.5358066680247,2,1
0,0,0,0,0,3274.6317527962638,6,0
0,0,0,0,0,993.07285555756,4,1
0,1,0,0,0,819.1740204145439,6,1
0,0,0,0,0,710.2994897060139,4,1
0,0,0,0,0,538.2761062033641,6,1
1,0,0,0,0,771.3491980968408,5,1
0,1,0,0,0,280.9979932250474,2,1
0,0,0,0,0,800.297385303172,0,1
0,0,0,0,0,7743.681048275401,6,1
1,0,0,1,0,746.8153706415067,4,0
1,0,0,0,0,199.1142930341241,1,1
0,1,1,0,0,23807.738111903647,2,0
0,0,1,0,0,17685.734204870005,2,0
0,0,0,0,0,210.51244609991363,7,1
1,0,0,0,0,1543.4992790009721,4,1
1,0,0,0,1,458.66266163966986,2,0
0,0,0,0,0,104.78545660510538,0,1
0,0,0,0,0,4909.263879705814,4,1
0,0,1,0,0,140.5450324319079,5,1
0,0,0,0,0,328.66721874902527,5,1
0,0,0,0,0,827.9747914213256,3,1
0,0,0,0,0,774.6712196954994,2,1
0,0,0,0,0,172.05797667553603,7,1
0,1,0,0,0,31396.442815832772,5,0
1,0,0,0,0,1377.124328095532,1,1
0,1,0,0,0,49829.98526176246,2,0
0,0,0,0,0,236.62542689927167,4,1
1,0,0,0,0,292.36836076580727,4,1
0,0,0,0,0,158.2902725962387,2,1
0,0,0,0,0,754.3117977330412,1,1
0,0,0,0,0,31028.807430941622,5,0
0,0,0,0,0,549.9078432477653,4,1
0,0,1,0,0,29092.292676399982,5,0
1,0,0,0,0,917.718487327616,5,1
0,0,0,0,0,228.21383974129904,0,1
0,0,0,0,0,439.59714760108454,0,1
1,0,0,0,0,311.54433214218534,5,1
0,0,0,0,0,966.7879582415452,3,1
0,0,1,0,0,21905.237284965468,2,0
0,0,0,0,0,291.9323926943412,3,1
0,0,1,0,0,62233.134679572606,1,0
0,0,0,0,0,1072.7675399082236,5,1
0,0,0,0,0,409.9661096519435,1,1
1,0,0,0,0,568.8443198824236,3,1
0,0,0,0,0,560.0902503921359,4,1
0,0,0,0,0,718.5710679327079,5,1
1,0,0,0,0,173.89284142800062,5,1
0,1,1,0,0,26841.64176764845,5,0
0,0,1,0,0,42027.74712245027,4,0
0,0,0,0,0,1161.8427766568966,3,1
0,0,0,0,0,315.2992795377849,6,1
1,1,0,0,0,1254.8479165533709,6,0
0,1,0,0,0,1131.4084145878958,4,1
1,0,0,0,0,444.8069609509889,6,1
0,0,0,0,0,614.49455281223,5,1
0,0,0,0,0,361.7278064488036,3,1
0,0,0,0,0,628.0168146811924,4,1
0,0,0,0,0,961.7122736030752,2,1
1,0,0,0,0,752.8664751228794,4,1
0,0,0,0,0,643.5717440891457,4,1
0,0,0,0,0,140.1332393114637,0,1
0,0,0,0,0,577.8870099047764,5,1
1,0,0,0,0,425.848406911973,6,1
0,1,0,0,0,40309.93356365277,6,0
0,0,0,0,0,1248.6492310714707,1,1
1,0,0,0,0,1131.3366258418273,1,1
0,0,0,0,0,496.7755550486421,2,1
0,0,0,0,0,1578.1026973822618,5,1
0,0,1,0,0,1100.0738582206636,3,1
1,0,0,0,0,192.7711175155469,5,1
0,0,0,0,0,35215.17640128911,1,0
0,1,0,0,0,977.8803035248455,4,1
0,0,0,0,0,489.83298131326063,3,1
0,0,0,0,0,439.4967582782877,6,1
0,1,0,0,0,35889.88964726013,7,0
0,0,0,0,0,566.4407377400323,2,1
1,0,0,0,0,1470.8712975116018,2,1
1,0,0,0,0,385.9176316327327,7,1
1,0,0,0,0,1011.7151131463212,3,1
0,0,0,0,0,100780.95823627374,7,1
1,0,0,0,0,1870.1772835260135,1,1
1,0,0,0,0,416.7818776438454,4,1
0,0,0,0,0,27588.82137484192,2,0
0,1,0,0,0,1050.6399669487425,0,1
1,0,0,0,0,1423.7073536296753,5,1
0,0,0,0,0,754.1536935012731,6,1
0,0,0,0,0,278.0668773156472,0,1
1,0,0,0,1,42849.40321217197,1,0
0,0,1,0,0,4844.330163804891,4,1
0,0,0,0,0,654.5059544763775,3,1
1,1,0,0,0,1010.261601586841,2,1
0,0,0,0,0,24151.705169999106,5,0
1,0,0,0,0,429.72521092782057,4,1
0,0,1,0,0,39827.06977469282,7,0
1,0,0,0,0,2428.2200918801154,5,1
0,0,1,0,0,17753.669330383498,7,0
0,0,1,0,0,80256.1860727766,6,0
0,1,0,0,0,38651.25206823938,4,0
1,0,0,0,0,257.3024156967116,4,1
0,0,0,0,0,689.0697799980696,2,1
0,0,0,0,0,779.9069481759941,2,1
0,0,0,0,0,276.8958763836307,3,1
1,1,0,0,0,827.0891563862517,3,0
0,0,0,0,0,169.07253988526577,1,1
0,0,0,0,0,3269.5869455826455,6,1
0,0,0,0,0,955.6448974840198,0,1
1,0,0,0,0,196.52362206531453,6,1
0,0,0,0,0,88.651406545699,5,1
1,0,0,0,0,88.51458584871237,5,1
0,0,1,0,0,37525.64838507492,4,0
0,0,0,0,0,229.0255173476263,6,1
0,0,1,0,0,32935.02121094746,5,0
1,0,0,0,0,1000.7742176744645,2,1
0,1,0,0,0,113872.99856987636,6,0
1,0,0,0,0,334.8648244940862,3,1
1,0,0,0,0,1170.0890005214173,3,0
0,1,1,0,0,7976.038089888507,7,0
0,0,0,0,0,2138.1690489920115,5,1
1,0,0,0,0,1319.1892832957953,3,1
0,0,0,0,0,401.37658865655123,5,1
1,0,0,0,0,453.06276774862084,6,1
0,0,1,0,0,14165.711299926637,6,0
0,0,0,0,0,93.08278564884054,7,1
0,1,1,0,0,25496.117939401614,1,0
0,0,0,0,0,628.7128364072587,4,1
0,0,0,0,0,887.4472471915896,3,1
0,0,0,0,0,263.1211871448382,1,1
0,0,1,0,0,34604.22283305586,7,0
0,0,0,0,0,3477.1181940077436,5,1
0,1,0,0,0,793.6793453239297,2,1
0,0,0,0,0,415.17474449632203,3,1
0,1,0,0,0,541.4027767357483,5,1
0,0,0,0,0,90.1990674404275,7,1
1,1,0,0,0,613.4951268155608,5,1
0,1,1,0,0,44985.002355920114,5,0
0,0,0,0,0,470.60949754507976,4,1
0,1,0,0,0,1028.3228183573483,5,1
1,0,0,0,0,1308.965331594203,3,1
0,0,0,0,0,636.4932309570255,6,1
0,1,1,0,0,31087.009275577795,5,0
1,0,0,0,0,632.4992366689828,5,1
0,1,0,0,0,512.6563959243302,3,1
1,0,0,0,0,199.10157872087316,0,1
0,0,0,0,0,1308.674898335298,4,1
1,1,0,0,0,170.76838072401588,2,1
0,0,0,0,0,503.16956762715273,2,1
0,0,0,0,0,185.1023143079882,1,1
0,0,0,0,0,553.5405178394909,5,1
0,0,0,0,0,243.09306257796635,1,1
0,0,0,0,0,733.4025549143189,1,1
0,0,0,0,0,742.0806662694868,0,1
1,0,0,0,0,729.7917063194853,4,1
0,0,0,0,0,549.5812666431397,5,1
0,0,0,0,0,461.8923423365902,3,1
0,0,0,0,0,492.3158090304314,1,1
0,0,0,0,0,507.48488487414903,4,1
0,0,0,0,0,14376.384618569018,1,0
0,1,0,0,0,1545.1080251576568,3,1
0,0,0,0,0,492.081795676299,4,1
0,0,1,0,0,70305.78668449176,3,0
0,0,0,0,0,2056.593171516521,2,1
1,0,0,0,0,244.29345471355734,6,1
1,0,0,0,1,815.8294653799056,6,0
0,0,0,0,0,892.0636325911087,3,1
0,0,0,0,0,1609.482778647261,1,1
0,0,0,0,0,628.293542652308,1,1
0,0,0,0,0,186.534024736359,3,1
0,0,0,0,0,53094.90527840238,4,0
0,0,0,0,0,1637.7171574937242,0,1
0,0,0,0,0,350.19274573655616,4,1
0,0,0,0,0,38156.807815790155,5,0
1,0,0,0,0,537.9838972128538,1,1
0,0,0,0,0,222.47045674547525,1,1
1,0,0,0,0,1078.911568575583,4,1
0,0,0,0,0,2664.2560197082007,6,1
0,0,0,0,0,48440.199939067876,7,0
0,0,0,0,0,1285.9871103268786,6,1
1,0,0,0,0,568.2118866318513,0,1
0,1,0,0,0,503.97104317424015,4,1
0,0,0,0,0,234.38940649986642,4,1
0,1,0,0,0,24937.605736215806,1,0
0,1,0,0,0,548.0323687005468,1,1
1,0,0,0,0,368.7399795179541,3,1
0,1,1,0,0,1487.5661045381446,3,0
1,1,0,0,1,731.0488998290784,3,0
1,0,0,0,0,621.2094631928487,3,1
1,0,0,0,0,593.9395394950302,0,1
0,0,0,0,0,1271.9004026851583,1,1
1,0,0,0,0,638.2031738220959,2,1
0,0,0,0,0,479.8848543801786,6,1
0,0,0,0,0,119.90268723908754,4,1
0,0,0,0,0,326.8349596504112,3,1
0,0,0,0,0,463.3480925120052,1,1
0,1,1,0,0,626.2299808906573,3,0
0,0,0,0,0,899.9078682255501,2,1
0,0,0,0,0,594.6060791151591,2,1
1,0,0,0,0,531.8277341520713,5,1
1,0,0,0,0,912.5853475932078,2,1
1,0,0,0,0,1749.9370136819657,1,1
0,0,1,0,0,473.9579580684123,1,1
0,1,0,0,0,251.25415431110267,4,1
0,1,0,0,0,34643.47466792157,7,0
1,0,0,0,0,1350.8882254197204,5,0
0,0,0,0,0,676.876070544865,3,1
0,0,0,0,0,2255.6026198603095,7,0
